road_distance_meters,euclid_distance_meters,detour_ratio,spot_to_dest_distance_meters,road_eta_seconds,leaver_countdown_seconds,abs_eta_countdown_diff,signed_time_slack,hour_of_day,day_of_week,is_rush_hour,is_weekend,current_speed_kmh,heading_bearing_diff_deg,heading_dest_diff_deg,gps_accuracy_meters,ping_staleness_seconds,driver_reliability_rating,historical_acceptance_rate,historical_completion_rate,historical_cancellation_rate,lifetime_matches_count,spot_type_enum,vehicle_size_compatibility,has_landmark_note,landmark_note_length,match_success
3122.8,1345.5,2.321,410.8,676.3,180.0,496.3,496.3,17,2,1,0,17.2,3.1,25.9,4.65,0.77,4.91,0.97,0.935,0.031,49,0,1,0,0,0
1728.8,1210.4,1.428,182.7,262.6,240.0,22.6,22.6,16,4,0,0,27.7,66.2,53.2,12.94,4.12,4.5,0.684,0.793,0.097,5,0,1,1,28,0
512.6,374.7,1.368,142.1,183.1,120.0,63.1,63.1,11,6,0,1,11.0,5.4,12.0,7.17,0.5,4.87,0.889,0.931,0.026,30,0,2,1,28,1
772.1,376.3,2.052,297.2,133.6,120.0,13.6,13.6,16,6,0,1,27.1,22.8,11.8,5.56,2.54,4.66,0.865,0.968,0.027,35,0,1,1,28,1
1037.4,761.5,1.362,73.4,499.7,240.0,259.7,259.7,9,2,1,0,7.9,43.7,28.1,8.57,6.18,4.6,0.731,0.875,0.137,1,1,1,1,28,0
841.2,625.1,1.346,255.4,153.5,180.0,26.5,-26.5,15,5,0,1,23.2,7.4,35.7,7.55,5.53,4.77,0.912,0.92,0.021,33,0,1,1,28,1
2298.8,1361.7,1.688,330.4,379.8,180.0,199.8,199.8,12,6,0,1,23.7,53.0,44.0,5.06,2.07,4.33,0.777,0.845,0.148,27,1,1,1,28,0
265.6,198.7,1.336,438.4,86.9,240.0,153.1,-153.1,19,1,1,0,17.7,85.7,18.8,17.8,0.93,4.1,0.721,0.893,0.057,33,0,1,0,0,0
149.3,141.2,1.057,368.5,48.8,300.0,251.2,-251.2,13,6,0,1,25.6,20.5,5.4,9.41,0.55,4.97,0.972,0.98,0.028,6,2,1,0,0,1
1671.2,1267.8,1.318,106.8,191.9,300.0,108.1,-108.1,7,5,0,1,34.4,12.9,5.7,4.74,4.38,4.83,0.97,0.907,0.013,6,0,2,1,28,1
427.4,278.2,1.536,427.5,79.7,180.0,100.3,-100.3,11,2,0,0,37.8,58.1,26.1,7.58,17.87,4.42,0.788,0.895,0.078,16,0,1,1,28,1
1615.0,1349.8,1.197,47.7,225.3,240.0,14.7,-14.7,14,4,0,0,28.4,65.1,34.0,2.03,11.65,4.47,0.787,0.879,0.115,45,0,1,0,0,0
2777.1,1378.6,2.014,308.8,310.0,180.0,130.0,130.0,12,3,0,0,36.2,9.0,29.7,7.48,1.32,4.86,0.94,0.953,0.018,8,1,2,1,28,0
1319.6,1092.9,1.207,364.6,353.0,240.0,113.0,113.0,22,0,0,0,14.4,47.2,42.9,10.6,22.67,4.27,0.681,0.846,0.062,8,1,1,1,28,0
502.7,391.0,1.286,421.9,88.6,180.0,91.4,-91.4,20,3,0,0,27.0,74.8,35.3,8.91,12.19,4.63,0.775,0.848,0.138,33,0,1,1,28,1
459.7,425.0,1.082,373.0,106.5,180.0,73.5,-73.5,20,1,0,0,21.4,93.2,33.6,2.76,2.03,4.13,0.879,0.884,0.088,50,0,2,1,28,1
775.4,760.2,1.02,175.0,312.6,180.0,132.6,132.6,11,3,0,0,9.3,64.3,2.9,2.13,9.63,4.44,0.794,0.874,0.122,6,0,1,1,28,0
1497.4,919.5,1.629,223.7,252.0,180.0,72.0,72.0,13,3,0,0,24.4,57.9,11.3,8.77,15.93,4.67,0.772,0.885,0.067,18,0,1,1,28,0
769.2,740.3,1.039,130.1,100.4,180.0,79.6,-79.6,20,3,0,0,34.8,6.1,31.8,5.95,13.95,4.39,0.743,0.855,0.056,15,0,1,1,28,1
579.7,461.5,1.256,244.2,94.8,180.0,85.2,-85.2,16,6,0,1,30.7,39.0,57.6,7.28,3.61,3.1,0.71,0.538,0.425,79,1,1,1,28,0
1226.1,958.7,1.279,53.6,398.5,300.0,98.5,98.5,9,2,1,0,11.5,25.8,21.9,6.7,3.79,4.75,0.951,0.971,0.036,10,0,2,0,0,1
518.9,320.0,1.622,303.5,135.1,180.0,44.9,-44.9,9,1,1,0,17.5,61.8,29.1,11.72,15.49,4.03,0.729,0.805,0.122,34,1,1,0,0,0
831.8,815.5,1.02,164.8,347.2,180.0,167.2,167.2,17,1,1,0,9.4,34.5,11.5,9.59,0.11,3.81,0.746,0.83,0.123,12,1,1,1,28,0
235.3,159.5,1.475,191.3,102.3,120.0,17.7,-17.7,7,6,0,1,13.2,79.7,33.0,16.75,10.93,4.54,0.838,0.795,0.057,68,1,2,1,28,1
1359.0,1008.3,1.348,137.8,173.5,180.0,6.5,-6.5,12,1,0,0,35.8,11.1,34.5,3.98,3.86,4.69,0.942,0.979,0.043,8,1,2,0,0,1
1961.2,1234.4,1.589,439.9,636.7,240.0,396.7,396.7,7,4,1,0,11.6,7.0,12.1,5.59,7.69,4.67,0.896,0.929,0.046,38,0,1,0,0,0
919.7,570.2,1.613,92.2,678.6,300.0,378.6,378.6,21,4,0,0,5.0,88.9,21.5,10.55,13.58,3.81,0.774,0.758,0.079,5,1,1,1,28,0
690.0,676.5,1.02,73.6,100.6,120.0,19.4,-19.4,9,6,0,1,31.9,20.8,31.3,2.11,1.09,4.91,0.965,0.941,0.026,0,0,2,1,28,1
944.0,553.8,1.705,111.4,239.4,120.0,119.4,119.4,9,5,0,1,15.6,38.2,26.3,3.67,1.23,4.25,0.8,0.872,0.069,9,0,1,1,28,0
1275.3,813.6,1.568,199.7,386.8,180.0,206.8,206.8,18,1,1,0,13.0,55.7,9.4,9.24,0.15,4.54,0.769,0.881,0.136,29,0,1,0,0,0
1287.0,1037.2,1.241,323.4,151.6,180.0,28.4,-28.4,21,6,0,1,35.2,104.6,20.9,2.37,17.82,4.55,0.848,0.819,0.071,24,2,1,0,0,1
1453.1,1244.6,1.168,440.9,445.4,240.0,205.4,205.4,17,1,1,0,12.4,10.6,27.7,8.2,0.65,4.82,0.91,0.918,0.021,21,0,1,1,28,0
1438.9,1147.1,1.254,218.6,286.3,180.0,106.3,106.3,7,3,1,0,20.1,73.4,11.2,10.85,12.1,4.59,0.719,0.808,0.13,4,1,1,1,28,0
522.5,387.4,1.349,188.1,55.8,240.0,184.2,-184.2,11,4,0,0,54.2,10.3,54.5,1.68,8.26,4.19,0.824,0.878,0.077,15,0,1,1,28,1
394.2,386.4,1.02,192.7,76.3,180.0,103.7,-103.7,10,6,0,1,27.9,25.7,26.5,17.9,0.96,4.91,0.938,0.958,0.026,0,0,1,1,28,1
1084.0,695.5,1.558,440.7,277.3,180.0,97.3,97.3,22,3,0,0,15.4,44.5,18.3,12.46,1.34,3.83,0.83,0.782,0.11,15,0,2,0,0,1
1533.7,1298.6,1.181,378.1,174.1,240.0,65.9,-65.9,15,3,0,0,34.9,94.7,42.5,6.3,10.04,3.15,0.76,0.512,0.352,19,1,1,0,0,1
234.2,196.4,1.192,416.2,36.6,240.0,203.4,-203.4,20,0,0,0,37.9,20.5,21.3,11.3,5.09,4.68,0.942,0.902,0.017,9,1,2,1,28,0
562.7,493.0,1.141,101.2,255.0,120.0,135.0,135.0,18,2,1,0,9.2,18.0,16.9,8.93,5.96,4.71,0.979,0.923,0.01,21,0,1,1,28,0
903.9,836.6,1.08,431.4,237.8,120.0,117.8,117.8,11,2,0,0,14.7,34.3,6.9,6.48,4.3,4.77,0.964,0.911,0.037,3,2,1,1,28,0
972.9,855.9,1.137,39.7,365.8,180.0,185.8,185.8,14,6,0,1,10.2,22.9,6.5,15.81,5.1,4.13,0.874,0.788,0.102,4,1,1,1,28,1
1259.1,863.6,1.458,317.8,153.5,180.0,26.5,-26.5,18,6,0,1,33.5,58.8,13.9,4.32,14.7,4.12,0.669,0.817,0.145,22,0,1,0,0,0
156.8,138.4,1.133,329.9,78.2,180.0,101.8,-101.8,9,5,0,1,10.5,3.6,62.8,2.7,4.52,3.89,0.696,0.802,0.088,4,0,2,1,28,1
1214.5,1107.5,1.097,73.4,365.4,240.0,125.4,125.4,12,4,0,0,12.3,77.5,34.8,1.5,0.73,4.44,0.763,0.879,0.096,9,1,2,0,0,0
429.2,368.1,1.166,235.5,96.3,240.0,143.7,-143.7,22,0,0,0,26.3,13.1,38.8,6.36,7.31,4.85,0.884,0.939,0.022,14,2,1,0,0,1
285.4,192.1,1.486,413.0,70.5,180.0,109.5,-109.5,15,5,0,1,29.3,10.0,13.0,11.67,1.12,4.65,0.868,0.955,0.013,12,0,1,1,28,1
776.1,573.8,1.353,85.3,217.4,120.0,97.4,97.4,9,3,1,0,13.9,32.3,24.3,9.62,4.51,4.31,0.766,0.889,0.115,10,0,1,1,28,1
170.1,118.9,1.431,181.2,93.4,240.0,146.6,-146.6,15,5,0,1,9.9,9.2,41.4,10.38,3.12,3.91,0.74,0.896,0.146,7,1,2,1,28,1
2842.1,1360.0,2.09,132.9,564.3,300.0,264.3,264.3,11,2,0,0,19.2,49.1,25.7,9.22,6.84,3.86,0.691,0.867,0.135,4,0,1,0,0,0
1198.4,716.5,1.673,402.2,389.4,240.0,149.4,149.4,7,1,1,0,12.1,50.8,42.8,5.72,5.65,4.33,0.832,0.811,0.11,94,0,1,0,0,0
387.4,240.3,1.612,157.7,89.5,180.0,90.5,-90.5,17,1,1,0,19.0,55.8,44.2,2.81,15.46,4.19,0.763,0.869,0.132,40,0,2,1,28,0
1426.7,1310.3,1.089,441.0,253.8,120.0,133.8,133.8,14,2,0,0,23.1,94.5,0.4,4.39,15.77,3.84,0.689,0.75,0.083,17,2,2,0,0,0
1209.9,1092.8,1.107,194.2,202.9,180.0,22.9,22.9,15,4,0,0,25.0,17.3,23.9,8.48,0.94,4.78,0.904,0.953,0.036,48,0,1,0,0,1
508.8,232.7,2.186,114.6,113.5,240.0,126.5,-126.5,8,3,1,0,23.0,7.8,31.0,3.0,7.54,3.1,0.899,0.646,0.331,3,0,2,0,0,1
1944.8,1387.2,1.402,111.2,279.8,240.0,39.8,39.8,19,5,0,1,27.5,56.2,15.6,11.47,9.84,4.28,0.709,0.767,0.056,13,1,1,0,0,0
465.5,335.9,1.386,282.0,78.6,240.0,161.4,-161.4,22,6,0,1,30.6,26.6,26.9,12.25,1.37,4.82,0.978,0.97,0.015,24,0,1,0,0,1
375.1,249.0,1.507,254.7,94.7,120.0,25.3,-25.3,7,3,1,0,19.1,43.8,32.5,4.07,6.01,4.63,0.788,0.795,0.142,18,0,1,0,0,1
103.6,85.3,1.214,98.8,99.8,180.0,80.2,-80.2,22,3,0,0,5.5,80.9,22.7,1.7,1.27,4.49,0.773,0.757,0.065,71,0,1,1,28,1
765.9,606.3,1.263,130.6,80.1,180.0,99.9,-99.9,10,0,0,0,41.6,5.2,28.2,6.46,4.16,4.79,0.859,0.952,0.012,7,1,2,1,28,1
1059.2,1038.4,1.02,78.0,418.3,120.0,298.3,298.3,19,1,1,0,9.5,2.0,22.0,4.73,3.19,4.81,0.947,0.977,0.012,79,1,1,1,28,0
1147.7,1125.2,1.02,338.0,240.2,300.0,59.8,-59.8,10,6,0,1,18.3,33.7,49.9,5.15,1.17,4.7,0.83,0.79,0.057,12,1,1,0,0,1
218.4,214.2,1.02,410.7,101.8,300.0,198.2,-198.2,7,5,0,1,12.6,18.4,34.0,6.25,0.02,4.61,0.934,0.963,0.048,8,0,1,1,28,1
852.7,622.5,1.37,404.7,201.8,300.0,98.2,-98.2,15,6,0,1,18.0,38.1,0.5,2.99,7.38,4.27,0.817,0.81,0.11,18,0,1,0,0,1
2219.0,1245.0,1.782,132.3,425.6,240.0,185.6,185.6,12,6,0,1,20.3,80.8,21.5,10.79,0.09,3.75,0.804,0.56,0.392,59,0,1,1,28,0
911.2,893.3,1.02,85.9,160.9,240.0,79.1,-79.1,7,6,0,1,22.2,25.3,12.0,19.3,5.92,4.85,0.906,0.987,0.045,15,1,1,1,28,1
739.3,709.6,1.042,95.8,121.0,180.0,59.0,-59.0,21,0,0,0,24.5,5.8,33.5,14.64,11.61,4.38,0.761,0.817,0.08,14,0,1,1,28,1
2708.4,1336.1,2.027,241.4,655.3,180.0,475.3,475.3,10,4,0,0,15.2,17.8,27.9,8.78,0.54,4.81,0.869,0.947,0.035,30,0,1,1,28,0
595.9,487.3,1.223,246.8,284.9,240.0,44.9,44.9,19,4,1,0,8.5,57.7,31.9,6.69,7.61,4.1,0.653,0.811,0.068,7,2,1,1,28,0
1783.3,1105.8,1.613,312.6,312.7,240.0,72.7,72.7,10,0,0,0,23.5,14.7,44.1,2.92,2.6,4.83,0.942,0.948,0.028,26,1,1,0,0,0
712.6,560.3,1.272,378.1,179.9,240.0,60.1,-60.1,17,6,0,1,17.1,26.8,29.4,5.77,11.7,4.74,0.896,0.934,0.045,4,0,2,1,28,1
1047.5,915.5,1.144,407.7,114.8,240.0,125.2,-125.2,21,0,0,0,39.0,6.4,12.0,10.27,1.55,4.66,0.853,0.927,0.04,138,0,1,0,0,1
524.6,421.2,1.245,370.1,162.3,180.0,17.7,-17.7,10,3,0,0,14.7,55.8,30.2,5.0,2.09,3.88,0.799,0.846,0.116,20,0,1,1,28,1
457.7,439.3,1.042,225.1,91.3,120.0,28.7,-28.7,14,4,0,0,22.2,20.8,27.3,10.72,3.95,4.63,0.857,0.92,0.017,22,1,1,0,0,1
815.4,615.5,1.325,127.8,109.4,180.0,70.6,-70.6,21,6,0,1,33.1,20.0,26.1,21.86,1.04,4.74,0.962,0.945,0.015,87,0,1,1,28,1
688.9,542.4,1.27,125.4,388.3,120.0,268.3,268.3,7,2,1,0,7.1,79.0,10.6,2.31,3.06,3.59,0.816,0.586,0.395,29,2,1,1,28,0
862.6,650.5,1.326,328.0,433.7,120.0,313.7,313.7,19,5,0,1,7.6,19.0,39.9,14.62,1.7,4.65,0.904,0.905,0.038,5,0,1,1,28,0
750.7,508.6,1.476,301.3,564.0,240.0,324.0,324.0,12,5,0,1,5.0,38.6,37.3,8.94,0.02,4.39,0.84,0.89,0.114,56,1,1,1,28,0
866.7,704.4,1.23,326.1,273.7,240.0,33.7,33.7,16,5,0,1,13.0,11.9,41.8,12.27,11.12,4.42,0.683,0.89,0.139,19,1,1,1,28,1
471.7,407.9,1.156,363.7,87.0,120.0,33.0,-33.0,12,4,0,0,28.4,24.1,52.1,11.1,1.52,4.99,0.883,0.981,0.042,19,2,2,1,28,1
992.1,972.6,1.02,335.5,578.4,180.0,398.4,398.4,18,1,1,0,6.4,49.4,13.4,7.29,1.52,3.85,0.871,0.866,0.064,19,2,1,1,28,0
1476.3,1213.5,1.217,56.2,252.5,240.0,12.5,12.5,22,1,0,0,24.6,15.0,6.5,7.76,0.29,4.71,0.941,0.94,0.02,7,1,1,0,0,1
474.9,278.9,1.703,112.6,166.0,180.0,14.0,-14.0,8,1,1,0,11.2,29.7,19.2,6.54,6.1,3.9,0.661,0.882,0.095,21,0,2,0,0,1
768.0,623.6,1.232,406.8,183.2,240.0,56.8,-56.8,12,6,0,1,17.8,13.8,15.9,11.0,4.54,4.7,0.9,0.983,0.029,64,0,1,0,0,1
842.1,583.6,1.443,89.7,93.2,120.0,26.8,-26.8,18,6,0,1,47.0,25.6,0.7,10.5,2.57,4.85,0.979,0.953,0.015,36,0,2,0,0,1
535.1,497.7,1.075,346.0,101.2,180.0,78.8,-78.8,21,5,0,1,21.7,40.1,19.6,5.3,15.87,3.85,0.687,0.836,0.074,27,2,1,1,28,1
664.8,651.8,1.02,431.8,85.0,180.0,95.0,-95.0,13,0,0,0,37.9,14.2,43.2,8.9,0.75,4.6,0.888,0.962,0.028,9,0,1,0,0,1
1688.7,1121.8,1.505,308.9,340.8,180.0,160.8,160.8,13,4,0,0,19.8,84.6,8.9,2.2,15.2,4.69,0.732,0.877,0.065,8,2,1,1,28,1
721.7,476.9,1.513,127.8,113.6,240.0,126.4,-126.4,12,2,0,0,27.6,51.6,11.5,2.09,15.98,4.14,0.658,0.866,0.1,38,0,1,0,0,1
1651.8,1173.7,1.407,449.2,213.7,240.0,26.3,-26.3,12,5,0,1,31.1,16.7,26.8,3.75,2.33,4.77,0.867,0.949,0.021,10,0,1,0,0,1
2265.3,1370.2,1.653,49.0,849.4,180.0,669.4,669.4,22,4,0,0,9.8,67.1,28.3,2.0,1.07,4.6,0.856,0.767,0.074,12,1,2,1,28,0
84.4,82.7,1.02,69.6,60.1,240.0,179.9,-179.9,8,2,1,0,9.7,15.2,34.1,6.24,1.05,4.68,0.969,0.97,0.02,11,1,1,1,28,1
1140.7,957.4,1.191,204.5,153.5,240.0,86.5,-86.5,14,6,0,1,28.7,95.0,55.1,8.54,4.53,3.73,0.751,0.506,0.414,7,0,1,1,28,1
728.5,549.7,1.325,202.0,171.5,240.0,68.5,-68.5,19,4,1,0,18.8,16.2,6.7,7.51,1.54,4.64,0.872,0.988,0.015,8,0,2,0,0,1
82.8,81.2,1.02,146.7,43.8,180.0,136.2,-136.2,18,6,0,1,18.1,42.4,47.8,4.08,12.04,4.31,0.716,0.783,0.12,86,0,1,1,28,1
780.1,611.0,1.277,160.1,115.6,180.0,64.4,-64.4,21,1,0,0,28.0,11.8,11.3,6.39,3.64,4.69,0.979,0.943,0.016,43,0,1,1,28,1
126.8,94.2,1.345,383.6,60.2,180.0,119.8,-119.8,14,5,0,1,20.2,63.6,23.8,6.07,3.52,4.69,0.722,0.864,0.128,9,2,1,1,28,0
828.9,677.6,1.223,168.9,163.5,180.0,16.5,-16.5,14,6,0,1,19.5,106.8,35.2,5.96,12.84,4.0,0.823,0.772,0.069,0,1,2,1,28,0
1529.4,1239.2,1.234,312.5,145.4,180.0,34.6,-34.6,21,0,0,0,42.7,48.3,38.2,16.22,25.0,4.29,0.879,0.802,0.084,18,2,1,1,28,0
1483.4,1179.7,1.257,334.1,180.9,180.0,0.9,0.9,12,0,0,0,35.4,15.7,23.4,5.25,1.85,4.68,0.951,0.945,0.028,0,1,1,0,0,1
893.4,495.9,1.802,299.1,178.8,120.0,58.8,58.8,9,3,1,0,21.0,9.8,8.7,9.59,0.43,4.96,0.942,0.977,0.041,8,1,2,1,28,1
654.1,428.6,1.526,336.2,158.0,180.0,22.0,-22.0,8,0,1,0,17.6,25.8,16.8,2.67,6.77,4.69,0.911,0.918,0.028,17,0,1,1,28,1
998.2,978.6,1.02,355.0,243.9,120.0,123.9,123.9,19,1,1,0,15.6,20.4,26.3,7.3,12.63,4.69,0.666,0.798,0.133,6,0,1,1,28,1
983.7,964.4,1.02,120.9,122.9,240.0,117.1,-117.1,11,0,0,0,32.1,23.6,24.8,14.39,1.15,4.89,0.863,0.964,0.043,3,0,1,1,28,1
1268.4,1243.5,1.02,332.1,150.1,240.0,89.9,-89.9,21,0,0,0,33.5,18.9,7.3,3.78,1.33,4.73,0.909,0.977,0.04,42,0,1,0,0,0
690.7,393.9,1.753,180.3,239.8,180.0,59.8,59.8,18,4,1,0,11.6,10.2,6.5,13.52,8.33,4.69,0.841,0.871,0.071,50,0,2,1,28,0
277.3,233.0,1.19,316.1,66.5,240.0,173.5,-173.5,22,6,0,1,24.1,97.8,21.7,1.91,2.97,3.07,0.895,0.548,0.462,17,0,1,1,28,0
707.6,511.2,1.384,262.1,92.9,180.0,87.1,-87.1,20,5,0,1,42.1,13.8,19.0,3.26,1.39,4.76,0.909,0.958,0.027,21,0,1,1,28,1
447.6,330.2,1.356,396.8,123.3,120.0,3.3,3.3,10,5,0,1,14.7,37.4,38.6,15.44,1.86,4.8,0.883,0.936,0.037,0,0,2,1,28,1
1349.9,1137.3,1.187,449.9,136.9,180.0,43.1,-43.1,15,0,0,0,41.4,2.2,38.2,17.2,2.77,4.92,0.946,0.918,0.03,1,1,2,1,28,1
1146.5,936.3,1.225,33.0,200.8,240.0,39.2,-39.2,7,6,0,1,25.3,4.6,27.2,9.75,10.84,4.81,0.952,0.955,0.025,17,0,1,0,0,1
1775.8,1270.9,1.397,414.9,247.5,180.0,67.5,67.5,11,1,0,0,27.7,17.6,11.8,18.13,8.09,4.93,0.929,0.986,0.025,30,0,1,1,28,1
139.6,114.1,1.224,215.9,24.6,240.0,215.4,-215.4,14,0,0,0,39.1,8.2,34.3,12.22,17.87,4.4,0.778,0.859,0.079,17,1,2,1,28,0
826.5,654.7,1.263,228.1,272.6,180.0,92.6,92.6,15,1,0,0,11.8,56.6,26.3,5.4,7.68,3.85,0.753,0.799,0.114,71,2,2,1,28,0
1971.0,1275.6,1.545,63.0,394.1,240.0,154.1,154.1,15,2,0,0,19.0,72.2,5.0,2.93,0.41,4.18,0.755,0.872,0.062,9,1,1,0,0,0
1049.1,798.3,1.314,282.5,117.8,180.0,62.2,-62.2,11,2,0,0,44.2,17.7,50.9,0.82,0.26,4.95,0.857,0.966,0.034,32,1,1,0,0,1
923.8,905.7,1.02,365.6,211.7,300.0,88.3,-88.3,9,6,0,1,18.2,6.0,20.8,2.47,2.65,4.15,0.686,0.771,0.062,89,0,1,1,28,1
839.0,725.5,1.156,282.6,98.6,300.0,201.4,-201.4,13,6,0,1,43.0,63.4,10.9,4.83,10.24,4.22,0.732,0.754,0.077,5,0,1,1,28,0
1273.2,948.3,1.343,230.6,256.1,240.0,16.1,16.1,14,0,0,0,19.9,48.6,22.9,8.08,2.36,4.48,0.772,0.85,0.106,18,1,1,0,0,1
335.9,229.3,1.465,167.6,65.9,240.0,174.1,-174.1,12,0,0,0,27.1,61.6,43.7,6.48,4.97,3.23,0.764,0.648,0.42,2,1,1,1,28,1
432.1,300.7,1.437,416.4,79.8,180.0,100.2,-100.2,10,6,0,1,33.8,122.3,33.8,5.74,10.32,4.59,0.83,0.885,0.106,6,1,1,1,28,0
1564.6,1374.8,1.138,408.8,216.3,180.0,36.3,36.3,12,5,0,1,30.4,28.2,47.1,8.13,10.48,4.8,0.855,0.935,0.033,4,1,1,1,28,1
992.4,673.2,1.474,164.9,122.7,180.0,57.3,-57.3,13,5,0,1,33.7,92.7,14.5,7.85,2.44,4.18,0.744,0.82,0.118,5,1,1,1,28,1
387.5,293.6,1.32,420.0,113.6,300.0,186.4,-186.4,11,1,0,0,18.9,26.6,14.5,20.92,10.91,4.07,0.744,0.785,0.143,54,1,1,1,28,0
740.1,517.4,1.43,98.1,136.5,180.0,43.5,-43.5,18,3,1,0,22.3,16.2,32.1,6.23,6.91,3.56,0.816,0.666,0.384,9,0,1,1,28,0
233.1,228.5,1.02,174.7,34.5,240.0,205.5,-205.5,20,1,0,0,36.9,3.7,42.0,9.08,2.37,4.89,0.968,0.962,0.018,77,0,1,1,28,1
1360.7,892.0,1.525,233.1,238.7,120.0,118.7,118.7,15,6,0,1,23.1,40.7,20.0,4.8,1.05,4.51,0.681,0.781,0.131,0,2,1,1,28,0
548.7,446.4,1.229,434.7,90.9,180.0,89.1,-89.1,9,1,1,0,28.0,20.3,38.1,6.51,1.4,4.85,0.956,0.985,0.025,91,0,2,1,28,1
396.8,389.0,1.02,207.8,104.8,180.0,75.2,-75.2,20,2,0,0,19.2,19.0,0.8,4.09,0.47,4.01,0.666,0.864,0.094,77,1,2,1,28,1
1645.4,1251.8,1.314,304.2,306.7,120.0,186.7,186.7,20,3,0,0,20.3,66.1,11.2,6.12,3.99,3.91,0.712,0.855,0.06,34,0,2,0,0,0
1037.6,833.9,1.244,47.7,127.8,120.0,7.8,7.8,8,5,0,1,36.2,22.8,20.0,15.14,10.11,4.58,0.76,0.866,0.086,1,0,2,1,28,0
420.3,402.3,1.045,370.5,68.4,300.0,231.6,-231.6,16,5,0,1,32.9,75.2,31.6,9.01,7.68,4.34,0.852,0.844,0.078,71,0,1,0,0,0
1095.2,822.5,1.332,109.8,170.9,300.0,129.1,-129.1,15,0,0,0,25.0,20.8,28.4,8.63,9.46,4.88,0.938,0.965,0.022,26,0,1,0,0,1
993.2,875.8,1.134,362.2,184.3,180.0,4.3,4.3,7,2,1,0,20.7,23.6,31.7,14.35,5.33,4.73,0.941,0.919,0.039,16,0,1,0,0,1
1336.9,932.3,1.434,282.9,229.4,180.0,49.4,49.4,10,3,0,0,22.5,24.8,20.9,5.72,6.56,4.92,0.963,0.916,0.043,25,0,1,1,28,1
1590.9,1057.5,1.504,115.9,215.6,120.0,95.6,95.6,13,3,0,0,31.6,17.2,34.4,11.08,3.02,4.96,0.892,0.925,0.024,4,0,2,0,0,1
1773.0,1244.2,1.425,147.2,235.7,300.0,64.3,-64.3,22,0,0,0,32.0,23.5,0.9,4.41,14.76,4.62,0.871,0.947,0.035,6,0,2,1,28,0
937.2,789.5,1.187,427.0,484.9,240.0,244.9,244.9,17,3,1,0,7.4,23.5,44.1,4.08,0.04,4.43,0.682,0.804,0.056,11,1,1,1,28,0
936.8,806.4,1.162,309.1,187.1,180.0,7.1,7.1,17,4,1,0,20.4,8.7,24.5,4.52,2.29,4.9,0.868,0.977,0.04,1,1,2,1,28,1
570.3,413.6,1.379,299.9,99.6,180.0,80.4,-80.4,21,5,0,1,29.0,20.3,33.7,4.13,1.2,4.97,0.942,0.912,0.029,22,2,1,1,28,1
528.6,307.7,1.718,420.7,120.4,180.0,59.6,-59.6,11,3,0,0,20.6,19.3,37.5,2.34,6.04,4.95,0.878,0.915,0.038,0,0,1,1,28,1
2052.9,1148.0,1.788,368.0,290.2,300.0,9.8,-9.8,22,0,0,0,26.7,50.3,7.8,2.55,3.94,4.58,0.683,0.881,0.082,87,0,1,0,0,1
538.8,459.9,1.172,421.6,184.0,180.0,4.0,4.0,8,1,1,0,12.3,3.1,20.1,5.62,1.51,4.96,0.867,0.943,0.029,36,0,1,1,28,1
1144.9,868.0,1.319,399.6,107.4,180.0,72.6,-72.6,17,5,0,1,44.0,62.8,38.3,8.23,7.73,3.96,0.872,0.898,0.09,21,0,1,1,28,1
1538.2,1362.8,1.129,257.7,211.8,180.0,31.8,31.8,12,6,0,1,27.8,66.0,18.5,4.41,1.35,4.36,0.766,0.796,0.11,24,0,1,1,28,1
681.0,483.3,1.409,438.5,147.2,240.0,92.8,-92.8,19,4,1,0,18.5,23.0,36.5,4.83,10.57,4.86,0.878,0.907,0.044,16,0,2,1,28,1
681.5,476.8,1.429,355.1,220.1,240.0,19.9,-19.9,10,4,0,0,13.2,10.0,34.4,3.14,7.56,3.97,0.697,0.823,0.075,24,0,1,1,28,1
787.1,671.5,1.172,398.7,136.1,180.0,43.9,-43.9,11,1,0,0,26.3,32.3,37.1,2.64,3.87,4.31,0.692,0.887,0.082,5,0,1,1,28,1
289.3,266.4,1.086,130.1,58.3,300.0,241.7,-241.7,17,5,0,1,30.9,23.7,11.3,8.17,1.95,4.69,0.862,0.917,0.049,90,0,1,0,0,1
522.9,492.0,1.063,131.3,103.7,180.0,76.3,-76.3,19,2,1,0,20.3,15.0,24.3,6.72,1.45,3.94,0.852,0.799,0.124,18,0,1,1,28,1
858.5,673.5,1.275,44.4,125.7,300.0,174.3,-174.3,22,0,0,0,31.5,36.0,31.7,10.06,1.93,4.75,0.868,0.937,0.031,33,1,2,0,0,1
1514.7,1183.8,1.28,191.8,326.7,240.0,86.7,86.7,20,6,0,1,18.2,83.9,35.6,5.13,25.0,3.94,0.831,0.885,0.052,9,1,1,1,28,0
1767.5,1369.1,1.291,401.7,244.1,180.0,64.1,64.1,20,3,0,0,28.4,13.4,25.0,6.1,0.93,4.34,0.752,0.859,0.137,7,0,1,1,28,1
1482.5,945.8,1.567,255.5,232.7,300.0,67.3,-67.3,11,1,0,0,25.9,43.2,1.9,5.28,6.17,3.85,0.665,0.781,0.056,81,0,1,1,28,0
469.6,398.9,1.177,174.4,91.9,180.0,88.1,-88.1,22,5,0,1,27.5,17.9,32.3,9.79,0.13,4.64,0.861,0.908,0.025,14,0,1,1,28,1
